id,title,start_date,end_date,statistics
37262,Ta ga Tame no Alchemist,2019-06-14,2019-06-14,"{'status': {'watching': '620', 'completed': '3665', 'on_hold': '203', 'dropped': '237', 'plan_to_watch': '6833'}, 'num_list_users': 11558}"
37263,Quiz Tokiko-san,2017-06-17,2018-03-31,"{'status': {'watching': '39', 'completed': '88', 'on_hold': '22', 'dropped': '97', 'plan_to_watch': '230'}, 'num_list_users': 476}"
37264,Overlord: Oukoku no Kan-tachi - Drama CD-tsuki Tokusou-ban,2014-01-28,2014-01-28,"{'status': {'watching': '441', 'completed': '7223', 'on_hold': '231', 'dropped': '338', 'plan_to_watch': '4772'}, 'num_list_users': 13005}"
37265,God Eater Reso Nantoka Gekijou,2018-04-12,2018-08-04,"{'status': {'watching': '286', 'completed': '1356', 'on_hold': '135', 'dropped': '262', 'plan_to_watch': '2993'}, 'num_list_users': 5032}"
37266,Ano Ko Secret,2017-07-13,2017-07-13,"{'status': {'watching': '54', 'completed': '3456', 'on_hold': '13', 'dropped': '45', 'plan_to_watch': '222'}, 'num_list_users': 3790}"
37267,Go-chan.: Moko to Koori no Ue no Yakusoku,2018-03-18,2018-03-18,"{'status': {'watching': '10', 'completed': '98', 'on_hold': '11', 'dropped': '56', 'plan_to_watch': '104'}, 'num_list_users': 279}"
37268,Z/X: Code Reunion,2019-10-08,2019-12-24,"{'status': {'watching': '1158', 'completed': '3937', 'on_hold': '417', 'dropped': '1622', 'plan_to_watch': '6752'}, 'num_list_users': 13886}"
37272,Kujira no Kora wa Sajou ni Manabu!,2018-01-26,2018-03-23,"{'status': {'watching': '631', 'completed': '2910', 'on_hold': '273', 'dropped': '200', 'plan_to_watch': '6293'}, 'num_list_users': 10307}"
37273,Qiezi Mabo Forever,2017-11-20,2017-11-20,"{'status': {'watching': '15', 'completed': '308', 'on_hold': '6', 'dropped': '24', 'plan_to_watch': '65'}, 'num_list_users': 418}"
37277,Beatless Intermission,2018-02-17,2018-06-02,"{'status': {'watching': '732', 'completed': '7054', 'on_hold': '313', 'dropped': '495', 'plan_to_watch': '3866'}, 'num_list_users': 12460}"
37278,Sword Art Online Fatal Bullet: The Third Episode - Pilot-ban,2018-02-08,2018-02-08,"{'status': {'watching': '463', 'completed': '8445', 'on_hold': '374', 'dropped': '421', 'plan_to_watch': '6331'}, 'num_list_users': 16034}"
37279,Eyedrops Special Episode,2018-02-08,2018-03-05,"{'status': {'watching': '20', 'completed': '259', 'on_hold': '9', 'dropped': '65', 'plan_to_watch': '120'}, 'num_list_users': 473}"
37280,Tenka Touitsu Koi no Ran: Shutsujin! Saika 4-nin Shuu,2018-05-28,2018-06-26,"{'status': {'watching': '61', 'completed': '134', 'on_hold': '21', 'dropped': '64', 'plan_to_watch': '375'}, 'num_list_users': 655}"
37281,Joshiochi! 2-kai kara Onnanoko ga... Futtekita!?,2018-07-02,2018-08-27,"{'status': {'watching': '6272', 'completed': '29322', 'on_hold': '1635', 'dropped': '2720', 'plan_to_watch': '16419'}, 'num_list_users': 56368}"
37283,Beyblade Burst Chouzetsu,2018-04-02,2019-03-25,"{'status': {'watching': '1027', 'completed': '10974', 'on_hold': '406', 'dropped': '918', 'plan_to_watch': '2337'}, 'num_list_users': 15662}"
37284,Tanuki to Kitsune Specials,2018-05-15,2018-05-15,"{'status': {'watching': '10', 'completed': '86', 'on_hold': '8', 'dropped': '68', 'plan_to_watch': '200'}, 'num_list_users': 372}"
37285,"Ippun de Wakaru Eiga ""Donten ni Warau"" Kaisetsu Yokoku",2018-02-09,2018-02-09,"{'status': {'watching': '53', 'completed': '505', 'on_hold': '33', 'dropped': '113', 'plan_to_watch': '465'}, 'num_list_users': 1169}"
37286,It's My Life,2019-01-30,2019-01-30,"{'status': {'watching': '242', 'completed': '3318', 'on_hold': '69', 'dropped': '131', 'plan_to_watch': '4764'}, 'num_list_users': 8524}"
37287,Tsuma Netori: Ryoujoku Rinne,2018-03-16,2018-03-16,"{'status': {'watching': '661', 'completed': '3080', 'on_hold': '251', 'dropped': '267', 'plan_to_watch': '1203'}, 'num_list_users': 5462}"
37290,Ani x Para: Anata no Hero wa Dare desu ka,2017-11-10,,"{'status': {'watching': '517', 'completed': '4', 'on_hold': '151', 'dropped': '171', 'plan_to_watch': '552'}, 'num_list_users': 1395}"
37291,Mo Ri Shu Guang,2018-05-20,2018-09-23,"{'status': {'watching': '476', 'completed': '585', 'on_hold': '160', 'dropped': '274', 'plan_to_watch': '3930'}, 'num_list_users': 5425}"
37292,Fei Ren Zai,2018-03-29,2019-06-27,"{'status': {'watching': '595', 'completed': '995', 'on_hold': '326', 'dropped': '255', 'plan_to_watch': '2373'}, 'num_list_users': 4544}"
37293,Wo Jia Da Shixiong Naozi You Keng,2018-04-04,2018-06-23,"{'status': {'watching': '712', 'completed': '1256', 'on_hold': '236', 'dropped': '306', 'plan_to_watch': '2161'}, 'num_list_users': 4671}"
37294,Wangu Xian Qiong II,2018-03-15,2018-05-31,"{'status': {'watching': '426', 'completed': '976', 'on_hold': '114', 'dropped': '154', 'plan_to_watch': '1037'}, 'num_list_users': 2707}"
37300,Xiao Liyu Lixian Ji,2007-06-01,,"{'status': {'watching': '22', 'completed': '230', 'on_hold': '11', 'dropped': '62', 'plan_to_watch': '80'}, 'num_list_users': 405}"
37302,Kemurikusa (TV),2019-01-09,2019-03-27,"{'status': {'watching': '2104', 'completed': '10967', 'on_hold': '1073', 'dropped': '3400', 'plan_to_watch': '14178'}, 'num_list_users': 31722}"
37303,K: Seven Stories Movie 2 - Side:Blue - Tenrou no Gotoku,2018-08-04,2018-08-04,"{'status': {'watching': '631', 'completed': '10789', 'on_hold': '406', 'dropped': '217', 'plan_to_watch': '12466'}, 'num_list_users': 24509}"
37304,K: Seven Stories Movie 3 - Side:Green - Uwagaki Sekai,2018-09-01,2018-09-01,"{'status': {'watching': '579', 'completed': '9628', 'on_hold': '367', 'dropped': '201', 'plan_to_watch': '10223'}, 'num_list_users': 20998}"
37305,K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou ni,2018-10-06,2018-10-06,"{'status': {'watching': '639', 'completed': '9727', 'on_hold': '374', 'dropped': '205', 'plan_to_watch': '10004'}, 'num_list_users': 20949}"
37306,K: Seven Stories Movie 5 - Memory of Red - Burn,2018-11-03,2018-11-03,"{'status': {'watching': '681', 'completed': '10272', 'on_hold': '393', 'dropped': '209', 'plan_to_watch': '10724'}, 'num_list_users': 22279}"
37307,K: Seven Stories Movie 6 - Circle Vision - Nameless Song,2018-12-01,2018-12-01,"{'status': {'watching': '565', 'completed': '8646', 'on_hold': '370', 'dropped': '198', 'plan_to_watch': '10390'}, 'num_list_users': 20169}"
37308,K: Seven Stories - The Idol K,2018-07-07,2018-12-01,"{'status': {'watching': '259', 'completed': '3269', 'on_hold': '167', 'dropped': '208', 'plan_to_watch': '2988'}, 'num_list_users': 6891}"
37311,Kemurikusa,2011-05-01,2012-03-01,"{'status': {'watching': '132', 'completed': '1079', 'on_hold': '39', 'dropped': '99', 'plan_to_watch': '942'}, 'num_list_users': 2291}"
37316,Cocktail Prince: Shaking Night!!,2018-02-08,2018-02-08,"{'status': {'watching': '39', 'completed': '465', 'on_hold': '9', 'dropped': '42', 'plan_to_watch': '243'}, 'num_list_users': 798}"
37318,Toji no Miko: Kizamishi Issen no Tomoshibi PVs,2018-01-30,2018-02-13,"{'status': {'watching': '247', 'completed': '876', 'on_hold': '74', 'dropped': '114', 'plan_to_watch': '1320'}, 'num_list_users': 2631}"
37320,Amai Choubatsu: Watashi wa Kanshu Senyou Pet,2018-04-02,2018-06-25,"{'status': {'watching': '3025', 'completed': '17601', 'on_hold': '831', 'dropped': '1734', 'plan_to_watch': '9995'}, 'num_list_users': 33186}"
37324,Youkai Watch: Shadow Side,2018-04-13,2019-03-29,"{'status': {'watching': '329', 'completed': '842', 'on_hold': '198', 'dropped': '247', 'plan_to_watch': '1123'}, 'num_list_users': 2739}"
37325,Kuroneko Monroe,2018-04-17,2018-09-25,"{'status': {'watching': '53', 'completed': '87', 'on_hold': '18', 'dropped': '113', 'plan_to_watch': '410'}, 'num_list_users': 681}"
37326,Japan World Cup,2012,2013,"{'status': {'watching': '10', 'completed': '127', 'on_hold': '5', 'dropped': '32', 'plan_to_watch': '69'}, 'num_list_users': 243}"
37328,Oshiete Mahou no Pendulum: Rilu Rilu Fairilu,2018-07-07,2019-01-05,"{'status': {'watching': '88', 'completed': '257', 'on_hold': '55', 'dropped': '169', 'plan_to_watch': '687'}, 'num_list_users': 1256}"
37334,Star Wars/Force no Kakusei,2017-12-15,2017-12-15,"{'status': {'watching': '30', 'completed': '801', 'on_hold': '8', 'dropped': '51', 'plan_to_watch': '202'}, 'num_list_users': 1092}"
37335,Nara-shi x Inoue Ryou,2015-04-03,2017-02-01,"{'status': {'watching': '21', 'completed': '92', 'on_hold': '8', 'dropped': '54', 'plan_to_watch': '67'}, 'num_list_users': 242}"
37336,Hakodate Musical,2016-08-10,2016-08-10,"{'status': {'watching': '12', 'completed': '217', 'on_hold': '2', 'dropped': '33', 'plan_to_watch': '65'}, 'num_list_users': 329}"
37337,Sara Ke Puccho,2015-01-20,2015-01-20,"{'status': {'watching': '12', 'completed': '161', 'on_hold': 0, 'dropped': '36', 'plan_to_watch': '56'}, 'num_list_users': 265}"
37338,Chuukan Kanriroku Tonegawa,2018-07-04,2018-12-26,"{'status': {'watching': '3403', 'completed': '14164', 'on_hold': '2076', 'dropped': '4756', 'plan_to_watch': '16980'}, 'num_list_users': 41379}"
37340,Venus Blood: Brave,2018-12-21,2020-03-06,"{'status': {'watching': '851', 'completed': '1209', 'on_hold': '288', 'dropped': '260', 'plan_to_watch': '1089'}, 'num_list_users': 3697}"
37341,Yuru Camp△ Specials,2018-03-28,2018-07-25,"{'status': {'watching': '2360', 'completed': '36736', 'on_hold': '1069', 'dropped': '326', 'plan_to_watch': '15228'}, 'num_list_users': 55719}"
37343,Working Boys,2018-02-15,,"{'status': {'watching': '67', 'completed': 0, 'on_hold': '16', 'dropped': '97', 'plan_to_watch': '103'}, 'num_list_users': 283}"
37344,Hello Kagerou,2018-02-07,2018-02-07,"{'status': {'watching': '16', 'completed': '296', 'on_hold': '2', 'dropped': '16', 'plan_to_watch': '82'}, 'num_list_users': 412}"
37345,Plunderer,2020-01-09,2020-06-25,"{'status': {'watching': '51814', 'completed': '210110', 'on_hold': '17059', 'dropped': '45946', 'plan_to_watch': '103219'}, 'num_list_users': 428148}"
37346,Etotama: Nyankyaku Banrai,2021-05-25,2021-05-25,"{'status': {'watching': '188', 'completed': '1616', 'on_hold': '101', 'dropped': '105', 'plan_to_watch': '7112'}, 'num_list_users': 9122}"
37347,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,2019-07-13,2019-09-28,"{'status': {'watching': '41593', 'completed': '626187', 'on_hold': '11373', 'dropped': '14266', 'plan_to_watch': '120711'}, 'num_list_users': 814130}"
37348,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,2019-02-15,2019-02-15,"{'status': {'watching': '4987', 'completed': '152226', 'on_hold': '1547', 'dropped': '943', 'plan_to_watch': '54032'}, 'num_list_users': 213735}"
37349,Goblin Slayer,2018-10-07,2018-12-30,"{'status': {'watching': '72221', 'completed': '825277', 'on_hold': '24846', 'dropped': '56606', 'plan_to_watch': '143335'}, 'num_list_users': 1122285}"
37350,Obake de Ii kara Hayaku Kite,2018-02-01,2018-02-01,"{'status': {'watching': '15', 'completed': '191', 'on_hold': '2', 'dropped': '28', 'plan_to_watch': '48'}, 'num_list_users': 284}"
37351,Ten made Tobaso,2018-02-01,2018-02-01,"{'status': {'watching': '11', 'completed': '180', 'on_hold': '1', 'dropped': '30', 'plan_to_watch': '43'}, 'num_list_users': 265}"
37352,Quote,2017-12-18,2018-01-29,"{'status': {'watching': '33', 'completed': '594', 'on_hold': '9', 'dropped': '32', 'plan_to_watch': '189'}, 'num_list_users': 857}"
37355,Irotoridori no Melody,2017-12-18,2017-12-18,"{'status': {'watching': '36', 'completed': '857', 'on_hold': '7', 'dropped': '26', 'plan_to_watch': '158'}, 'num_list_users': 1084}"
37356,Outsider:Requiem,2018-01-23,2018-01-23,"{'status': {'watching': '36', 'completed': '902', 'on_hold': '10', 'dropped': '25', 'plan_to_watch': '196'}, 'num_list_users': 1169}"
37357,Prism (2018),2018-02-19,2018-02-19,"{'status': {'watching': '36', 'completed': '851', 'on_hold': '8', 'dropped': '27', 'plan_to_watch': '158'}, 'num_list_users': 1080}"
37358,Boat Race Marugame Image Talent Mimika,2018-02,2018-02,"{'status': {'watching': '18', 'completed': '155', 'on_hold': '6', 'dropped': '57', 'plan_to_watch': '107'}, 'num_list_users': 343}"
37359,Kekkero Ke,2018-04-05,2018-06-28,"{'status': {'watching': '38', 'completed': '74', 'on_hold': '16', 'dropped': '134', 'plan_to_watch': '210'}, 'num_list_users': 472}"
37360,Imouto Paradise! 3 The Animation,2018-04-27,2018-07-27,"{'status': {'watching': '674', 'completed': '4482', 'on_hold': '319', 'dropped': '286', 'plan_to_watch': '1709'}, 'num_list_users': 7470}"
37362,Sword Art Online Fatal Bullet: The Third Episode,2018-03-20,2018-03-20,"{'status': {'watching': '481', 'completed': '10630', 'on_hold': '409', 'dropped': '443', 'plan_to_watch': '6721'}, 'num_list_users': 18684}"
37364,Kekkai Sensen & Beyond: Zapp Renfro Ingaouhouchuu!!/Baccardio no Shizuku,2018-07-04,2018-07-04,"{'status': {'watching': '612', 'completed': '16094', 'on_hold': '382', 'dropped': '195', 'plan_to_watch': '9974'}, 'num_list_users': 27257}"
37365,Oshie to Tabi Suru Otoko,2018-07-20,2018-07-20,"{'status': {'watching': '76', 'completed': '129', 'on_hold': '65', 'dropped': '73', 'plan_to_watch': '2190'}, 'num_list_users': 2533}"
37368,Shounen Ashibe: Go! Go! Goma-chan 3,2018-04-03,2019-02-26,"{'status': {'watching': '82', 'completed': '314', 'on_hold': '23', 'dropped': '174', 'plan_to_watch': '249'}, 'num_list_users': 842}"
37369,Neko Neko Nihonshi 3rd Season,2018-04-04,2019-02-27,"{'status': {'watching': '49', 'completed': '236', 'on_hold': '20', 'dropped': '98', 'plan_to_watch': '338'}, 'num_list_users': 741}"
37370,The Perfect World,2018-02-22,2018-02-22,"{'status': {'watching': '320', 'completed': '7544', 'on_hold': '88', 'dropped': '181', 'plan_to_watch': '2311'}, 'num_list_users': 10444}"
37374,Pastel Memories,2019-01-08,2019-03-26,"{'status': {'watching': '1527', 'completed': '4783', 'on_hold': '761', 'dropped': '4231', 'plan_to_watch': '8860'}, 'num_list_users': 20162}"
37377,"Masamune-kun no Revenge: Uchi no Mama ni Kagitte/Tsunade Shima, Futatabi./12-Ji wo Sugita Cinderella",2018-07-27,2018-07-27,"{'status': {'watching': '1982', 'completed': '91190', 'on_hold': '676', 'dropped': '531', 'plan_to_watch': '21226'}, 'num_list_users': 115605}"
37379,Chihayafuru 3,2019-10-23,2020-03-25,"{'status': {'watching': '10252', 'completed': '75494', 'on_hold': '4002', 'dropped': '2123', 'plan_to_watch': '48900'}, 'num_list_users': 140771}"
37384,Fire Bird,2016-08-31,2016-08-31,"{'status': {'watching': '14', 'completed': '463', 'on_hold': '7', 'dropped': '25', 'plan_to_watch': '111'}, 'num_list_users': 620}"
37385,Tough Boy,2012-04-22,2012-04-22,"{'status': {'watching': '14', 'completed': '275', 'on_hold': '1', 'dropped': '24', 'plan_to_watch': '59'}, 'num_list_users': 373}"
37386,Calicula Machine,1974,1974,"{'status': {'watching': '11', 'completed': '244', 'on_hold': '2', 'dropped': '34', 'plan_to_watch': '52'}, 'num_list_users': 343}"
37387,Wata no Kuni Hoshi Pilot,2007-06-20,2007-06-20,"{'status': {'watching': '28', 'completed': '456', 'on_hold': '9', 'dropped': '44', 'plan_to_watch': '215'}, 'num_list_users': 752}"
37388,Souten no Ken: Regenesis 2nd Season,2018-10-09,2018-12-25,"{'status': {'watching': '278', 'completed': '2050', 'on_hold': '107', 'dropped': '257', 'plan_to_watch': '2232'}, 'num_list_users': 4924}"
37390,Xi Yangyang Yu Hui Tailang: Xi Qi Yangyang Guo She Nian,2013-01-24,2013-01-24,"{'status': {'watching': '11', 'completed': '195', 'on_hold': '5', 'dropped': '69', 'plan_to_watch': '78'}, 'num_list_users': 358}"
37391,Xi Yangyang Yu Hui Tailang: Fei Ma Qi Yu Ji,2014-01-16,2014-01-16,"{'status': {'watching': '16', 'completed': '187', 'on_hold': '5', 'dropped': '65', 'plan_to_watch': '72'}, 'num_list_users': 345}"
