mal_id,url,images,trailer,approved,titles,title,title_english,title_japanese,title_synonyms,type,source,episodes,status,airing,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,synopsis,background,season,year,broadcast,producers,licensors,studios,genres,explicit_genres,themes,demographics,relations,theme,external,streaming
25011,https://myanimelist.net/anime/25011/Fate_kaleid_liner_Prisma☆Illya_2wei_Specials,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/11/64197.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/11/64197t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/11/64197l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/11/64197.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/11/64197t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/11/64197l.webp'}}","{'youtube_id': None, 'url': None, 'embed_url': None, 'images': {'image_url': None, 'small_image_url': None, 'medium_image_url': None, 'large_image_url': None, 'maximum_image_url': None}}",True,",,,,,",Fate/kaleid liner Prisma☆Illya 2wei! Specials,Fate/Kaleid Liner Prisma Illya 2Wei! Shorts,Fate/kaleid liner プリズマ☆イリヤ ツヴァイ!,"['Prisma Illya 2wei!: First Bra - Illya-hen', 'Prisma☆Illya 2nd Season: First Bra - Illya-hen', 'Fate/kaleid liner Prisma☆Illya 2wei!: First Bra - Illya-hen']",Special,Manga,5,Finished Airing,False,"{'from': '2014-09-26T00:00:00+00:00', 'to': '2015-01-30T00:00:00+00:00', 'prop': {'from': {'day': 26, 'month': 9, 'year': 2014}, 'to': {'day': 30, 'month': 1, 'year': 2015}}, 'string': 'Sep 26, 2014 to Jan 30, 2015'}",5 min per ep,PG-13 - Teens 13 or older,6.81,20985,5112,3308,44352,20,Short specials included with the Blu-ray/DVD releases of the TV series.,The North American BD/DVD releases from Sentai Filmworks do not include the 2nd and 4th specials.,,,"{'day': None, 'time': None, 'timezone': None, 'string': None}","Lantis,DAX Production",Sentai Filmworks,SILVER LINK.,"Comedy,Fantasy,Ecchi",,Mahou Shoujo,,,"{'openings': [], 'endings': ['""TWO BY TWO"" by Yumeha Kouda']}","Official Site,AniDB,ANN,Wikipedia",
25013,https://myanimelist.net/anime/25013/Akatsuki_no_Yona,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/9/64225.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/9/64225t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/9/64225l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/9/64225.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/9/64225t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/9/64225l.webp'}}","{'youtube_id': 'mbXTfrDueNw', 'url': 'https://www.youtube.com/watch?v=mbXTfrDueNw', 'embed_url': 'https://www.youtube.com/embed/mbXTfrDueNw?enablejsapi=1&wmode=opaque&autoplay=1', 'images': {'image_url': 'https://img.youtube.com/vi/mbXTfrDueNw/default.jpg', 'small_image_url': 'https://img.youtube.com/vi/mbXTfrDueNw/sddefault.jpg', 'medium_image_url': 'https://img.youtube.com/vi/mbXTfrDueNw/mqdefault.jpg', 'large_image_url': 'https://img.youtube.com/vi/mbXTfrDueNw/hqdefault.jpg', 'maximum_image_url': 'https://img.youtube.com/vi/mbXTfrDueNw/maxresdefault.jpg'}}",True,",,,,,,",Akatsuki no Yona,Yona of the Dawn,暁のヨナ,['Yona: The girl standing in the blush of dawn'],TV,Manga,24,Finished Airing,False,"{'from': '2014-10-07T00:00:00+00:00', 'to': '2015-03-24T00:00:00+00:00', 'prop': {'from': {'day': 7, 'month': 10, 'year': 2014}, 'to': {'day': 24, 'month': 3, 'year': 2015}}, 'string': 'Oct 7, 2014 to Mar 24, 2015'}",24 min per ep,PG-13 - Teens 13 or older,8.03,416145,580,208,852080,16308,"The kingdom of Kouka is blessed with a beautiful princess whose childlike innocence charms all who come across her. Named Yona, she has grown up sheltered in the royal palace, shielded from any danger that may befall her. However, all good things must come to an end.

Yona's perfect world comes crashing down when a heinous act of treason threatens to erase all that she holds dear, including her birthright as the princess of Kouka. Left with no one to trust but her childhood friend and loyal bodyguard Son Hak, she is forced to flee the palace. Faced with the perils of surviving in the wild with a target on her back, Yona realizes that her kingdom is no longer the safe haven it once was.

Free from the shackles of naivety, Yona vows to do everything in her power to become strong enough to crush her enemies. With Hak by her side, she must piece together the remains of an ancient legend that might be the key to reclaiming her kingdom from those who conspired to steal it from her.

[Written by MAL Rewrite]",The cast members from the drama CD reprised their roles in the anime.,fall,2014,"{'day': 'Tuesdays', 'time': '23:00', 'timezone': 'Asia/Tokyo', 'string': 'Tuesdays at 23:00 (JST)'}","VAP,Hakusensha,AT-X,Delfi Sound,Marvelous AQL,Tokyo MX,Age Global Networks,Docomo Anime Store,Top-Insight International",Funimation,Pierrot,"Action,Adventure,Fantasy,Romance",,,Shoujo,",","{'openings': ['1: ""Akatsuki no Yona (暁のヨナ)"" by Kunihiko Ryo (eps 1-14)', '2: ""Akatsuki no Hana (暁の華)"" by Cyntia (eps 15-23)'], 'endings': ['1: ""Yoru (夜)"" by vistlip (eps 1-14)', '2: ""Akatsuki (暁)"" by Akiko Shikata (eps 15-24)']}","Official Site,AniDB,ANN,Wikipedia","Crunchyroll,Funimation"
25015,https://myanimelist.net/anime/25015/Kyoukai_no_Kanata_Movie_1__Ill_Be_Here_-_Kako-hen,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/6/73298.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/6/73298t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/6/73298l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/6/73298.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/6/73298t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/6/73298l.webp'}}","{'youtube_id': 'y6I_QK9oBSI', 'url': 'https://www.youtube.com/watch?v=y6I_QK9oBSI', 'embed_url': 'https://www.youtube.com/embed/y6I_QK9oBSI?enablejsapi=1&wmode=opaque&autoplay=1', 'images': {'image_url': 'https://img.youtube.com/vi/y6I_QK9oBSI/default.jpg', 'small_image_url': 'https://img.youtube.com/vi/y6I_QK9oBSI/sddefault.jpg', 'medium_image_url': 'https://img.youtube.com/vi/y6I_QK9oBSI/mqdefault.jpg', 'large_image_url': 'https://img.youtube.com/vi/y6I_QK9oBSI/hqdefault.jpg', 'maximum_image_url': 'https://img.youtube.com/vi/y6I_QK9oBSI/maxresdefault.jpg'}}",True,",,,,",Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen,Beyond the Boundary: I'll Be Here - Past,劇場版 境界の彼方 I'LL BE HERE 過去篇,"['Beyond the Boundary Movie', 'Kyokai no Kanata Movie']",Movie,Light novel,1,Finished Airing,False,"{'from': '2015-03-14T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 14, 'month': 3, 'year': 2015}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Mar 14, 2015'}",1 hr 22 min,PG-13 - Teens 13 or older,7.72,75275,1163,1415,165191,256,"The first part of a two-part movie. The story is a recap of the TV series.

Mirai Kuriyama is the sole survivor of a clan of Spirit World warriors with the power to employ their blood as weapons. As such, Mirai is tasked with hunting down and killing ""youmu""—creatures said to be the manifestation of negative human emotions. One day, while deep in thought on the school roof, Mirai comes across Akihito Kanbara, a rare half-breed of youmu in human form. In a panicked state, she plunges her blood saber into him only to realize that he's an immortal being. From then on, the two form an impromptu friendship that revolves around Mirai constantly trying to kill Akihito, in an effort to boost her own wavering confidence as a Spirit World warrior. Eventually, Akihito also manages to convince her to join the Literary Club, which houses two other powerful Spirit World warriors, Hiroomi and Mitsuki Nase.

As the group's bond strengthens, however, so does the tenacity of the youmu around them. Their misadventures will soon turn into a fight for survival as the inevitable release of the most powerful youmu, Beyond the Boundary, approaches.

[Written by MAL Rewrite]",,,,"{'day': None, 'time': None, 'timezone': None, 'string': None}",Shochiku,Sentai Filmworks,Kyoto Animation,"Action,Fantasy",,School,,",","{'openings': [], 'endings': ['""Daisy"" by STEREO DIVE FOUNDATION']}","Official Site,@anime_kyokai,AniDB,ANN,Wikipedia",HIDIVE
25027,https://myanimelist.net/anime/25027/Little_Polar_Bear__Shirokuma-kun_Doko_e,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/7/64087.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/7/64087t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/7/64087l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/7/64087.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/7/64087t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/7/64087l.webp'}}","{'youtube_id': None, 'url': None, 'embed_url': None, 'images': {'image_url': None, 'small_image_url': None, 'medium_image_url': None, 'large_image_url': None, 'maximum_image_url': None}}",True,",","Little Polar Bear: Shirokuma-kun, Doko e?",,"リトルポーラベア しろくまくん, どこへ?",,Movie,Book,1,Finished Airing,False,"{'from': '1990-04-28T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 28, 'month': 4, 'year': 1990}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Apr 28, 1990'}",30 min,PG - Children,6.12,204,8959,14521,723,1,Based on the childrens' book Little Polar Bear by Dutch author Hans de Beer.,,,,"{'day': None, 'time': None, 'timezone': None, 'string': None}",Movic,,"Production I.G,animate Film","Adventure,Fantasy",,Anthropomorphic,Kids,,"{'openings': [], 'endings': []}","AniDB,ANN",
25029,https://myanimelist.net/anime/25029/Little_Polar_Bear__Shirokuma-kun_Fune_ni_Noru,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/3/64089.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/3/64089t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/3/64089l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/3/64089.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/3/64089t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/3/64089l.webp'}}","{'youtube_id': None, 'url': None, 'embed_url': None, 'images': {'image_url': None, 'small_image_url': None, 'medium_image_url': None, 'large_image_url': None, 'maximum_image_url': None}}",True,",","Little Polar Bear: Shirokuma-kun, Fune ni Noru",,"リトルポーラベア しろくまくん, ふねにのる",,OVA,Book,1,Finished Airing,False,"{'from': '1991-12-01T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 1, 'month': 12, 'year': 1991}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Dec 1, 1991'}",26 min,PG - Children,5.89,251,10020,14179,802,0,A continuation of adventures of the Little Polar Bear.,,,,"{'day': None, 'time': None, 'timezone': None, 'string': None}","Aniplex,Movic",,"Production I.G,animate Film","Adventure,Fantasy",,Anthropomorphic,Kids,,"{'openings': ['""Aurora no Fushigi na Machi (オーロラの不思議な街)"" by Psy S'], 'endings': ['""Doushite? (どうして?)"" by Psy S']}","AniDB,ANN",
25033,https://myanimelist.net/anime/25033/Chiisana_Koi_no_Monogatari__Chichi_to_Sally_Hatsukoi_no_Shiki,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1125/106813.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1125/106813t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1125/106813l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1125/106813.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1125/106813t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1125/106813l.webp'}}","{'youtube_id': None, 'url': None, 'embed_url': None, 'images': {'image_url': None, 'small_image_url': None, 'medium_image_url': None, 'large_image_url': None, 'maximum_image_url': None}}",True,",",Chiisana Koi no Monogatari: Chichi to Sally Hatsukoi no Shiki,,小さな恋のものがたり チッチとサリー初恋の四季,,TV Special,Manga,1,Finished Airing,False,"{'from': '1984-03-20T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 20, 'month': 3, 'year': 1984}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Mar 20, 1984'}",1 hr 10 min,G - All Ages,6.07,253,9225,14043,834,0,"Tiny schoolgirl Chiiko develops a crush on older boy Sally and believes herself to be his girlfriend, although Sally is already involved in a love triangle with a girl called Tonko.

(Source: The Anime Encyclopedia)",,,,"{'day': None, 'time': None, 'timezone': None, 'string': None}",TBS,,Eiken,Romance,,Love Polygon,Shoujo,,"{'openings': [], 'endings': []}","AniDB,ANN,Wikipedia",
25035,https://myanimelist.net/anime/25035/Sensou_ga_Owatta_Natsu_ni_1945_Karafuto,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/8/64095.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/8/64095t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/8/64095l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/8/64095.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/8/64095t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/8/64095l.webp'}}","{'youtube_id': None, 'url': None, 'embed_url': None, 'images': {'image_url': None, 'small_image_url': None, 'medium_image_url': None, 'large_image_url': None, 'maximum_image_url': None}}",True,",",Sensou ga Owatta Natsu ni 1945 Karafuto,,戦争が終わった夏に 1945・樺太 [からふと],,Movie,Unknown,1,Finished Airing,False,"{'from': '1990-12-08T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 8, 'month': 12, 'year': 1990}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Dec 8, 1990'}",1 hr 10 min,G - All Ages,,,20345,18171,322,0,,,,,"{'day': None, 'time': None, 'timezone': None, 'string': None}",,,,Drama,,Historical,,,"{'openings': [], 'endings': []}",AniDB,
25045,https://myanimelist.net/anime/25045/Mijikamon,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/11/75964.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/11/75964t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/11/75964l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/11/75964.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/11/75964t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/11/75964l.webp'}}","{'youtube_id': None, 'url': None, 'embed_url': None, 'images': {'image_url': None, 'small_image_url': None, 'medium_image_url': None, 'large_image_url': None, 'maximum_image_url': None}}",True,",,",Mijikamon,,みじかもん,['Barakamon Specials'],ONA,Manga,12,Finished Airing,False,"{'from': '2014-07-03T00:00:00+00:00', 'to': '2014-09-28T00:00:00+00:00', 'prop': {'from': {'day': 3, 'month': 7, 'year': 2014}, 'to': {'day': 28, 'month': 9, 'year': 2014}}, 'string': 'Jul 3, 2014 to Sep 28, 2014'}",2 min per ep,G - All Ages,6.78,15322,5284,3913,32296,16,2-minute specials for Barakamon featuring chibi characters. These specials were streamed exclusively on YouTube only in Japan after every episode of the main series.,,,,"{'day': None, 'time': None, 'timezone': None, 'string': None}",,,Kinema Citrus,Comedy,,Visual Arts,,",","{'openings': [], 'endings': []}","Official Site,AniDB",
25049,https://myanimelist.net/anime/25049/Sushi_Ninja,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/3/64109.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/3/64109t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/3/64109l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/3/64109.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/3/64109t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/3/64109l.webp'}}","{'youtube_id': 'F0KWMRjXg8k', 'url': 'https://www.youtube.com/watch?v=F0KWMRjXg8k', 'embed_url': 'https://www.youtube.com/embed/F0KWMRjXg8k?enablejsapi=1&wmode=opaque&autoplay=1', 'images': {'image_url': 'https://img.youtube.com/vi/F0KWMRjXg8k/default.jpg', 'small_image_url': 'https://img.youtube.com/vi/F0KWMRjXg8k/sddefault.jpg', 'medium_image_url': 'https://img.youtube.com/vi/F0KWMRjXg8k/mqdefault.jpg', 'large_image_url': 'https://img.youtube.com/vi/F0KWMRjXg8k/hqdefault.jpg', 'maximum_image_url': 'https://img.youtube.com/vi/F0KWMRjXg8k/maxresdefault.jpg'}}",True,",",Sushi Ninja,,スシニンジャ,,ONA,Original,3,Finished Airing,False,"{'from': '2014-07-03T00:00:00+00:00', 'to': '2014-11-28T00:00:00+00:00', 'prop': {'from': {'day': 3, 'month': 7, 'year': 2014}, 'to': {'day': 28, 'month': 11, 'year': 2014}}, 'string': 'Jul 3, 2014 to Nov 28, 2014'}",4 min per ep,G - All Ages,4.8,304,12853,14071,827,1,"Elite Sushi Ninja fights with evil Monsters for justice every day! They, however, are on the popular superhero TV show…. In the real world, three lazy kids named “IKURA”, “MAGURO”, and “TAMAGO” watch with that TV show. They wish to be Heroes like the Sushi Ninja on the TV show some day, but they always fall out over something stupid. One day, they unexpectedly meet up with a beautiful Princess being chasing by Nachos King Gang. She deems the three guys to be the Heroic Sushi Ninja on TV show and asks them for help. They are so excited and act like the heroes on TV show. Then they decide to face with the enemies to protect the Princess…. Can they be the real Heroes and protect the Princess from the evil?

(Source: Daisuki)",,,,"{'day': None, 'time': None, 'timezone': None, 'string': None}",Genco,,,"Action,Comedy,Fantasy",,,,,"{'openings': [], 'endings': ['""Go! Go! Sushi Ninja (Go! Go! スシニンジャ)"" by Hironobu Kageyama, Masaaki Endoh, Hiroshi Kitadani']}","Official Site,AniDB,Wikipedia",
25051,https://myanimelist.net/anime/25051/Miracle_Giants_Doumu-kun_Special,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/9/64111.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/9/64111t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/9/64111l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/9/64111.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/9/64111t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/9/64111l.webp'}}","{'youtube_id': None, 'url': None, 'embed_url': None, 'images': {'image_url': None, 'small_image_url': None, 'medium_image_url': None, 'large_image_url': None, 'maximum_image_url': None}}",True,",,,",Miracle Giants Doumu-kun Special,,ミラクル・ジャイアンツ童夢くん,"['Half a Hero Special', 'Miracle Giants Dome-kun Special']",Special,Unknown,1,Finished Airing,False,"{'from': '1991-01-01T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 1, 'month': 1, 'year': 1991}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': '1991'}",1 hr 2 min,PG - Children,,,19058,19002,270,0,"Doumu befriends a boy named Kenji, which leads to him improving his pitch.",,,,"{'day': None, 'time': None, 'timezone': None, 'string': None}",Yomiko Advertising,,,Sports,,Team Sports,,,"{'openings': [], 'endings': []}","AniDB,Wikipedia",
