id,title,start_date,end_date,statistics
40462,Ensemble Stars! Recap Special,2019-09-29,2019-09-29,"{'status': {'watching': '88', 'completed': '1033', 'on_hold': '39', 'dropped': '120', 'plan_to_watch': '909'}, 'num_list_users': 2189}"
40463,Kimi no Kimochi,2010-08-01,2010-08-01,"{'status': {'watching': '8', 'completed': '131', 'on_hold': '3', 'dropped': '22', 'plan_to_watch': '33'}, 'num_list_users': 197}"
40464,Kidou Senshi Gundam: Hikaru Inochi Chronicle U.C.,2019-09-26,2019-09-26,"{'status': {'watching': '151', 'completed': '913', 'on_hold': '65', 'dropped': '105', 'plan_to_watch': '1600'}, 'num_list_users': 2834}"
40465,Chuubyou Gekihatsu Boy: Otoko ni Umareta Shukumei Dakara,2020-03-25,2020-03-25,"{'status': {'watching': '180', 'completed': '3995', 'on_hold': '94', 'dropped': '118', 'plan_to_watch': '2409'}, 'num_list_users': 6796}"
40468,Smileflower,2011-06-01,2011-06-01,"{'status': {'watching': '6', 'completed': '116', 'on_hold': '3', 'dropped': '21', 'plan_to_watch': '38'}, 'num_list_users': 184}"
40469,Toshiwasure Guda Guda Order 2016,2016-12-31,2016-12-31,"{'status': {'watching': '63', 'completed': '1338', 'on_hold': '40', 'dropped': '64', 'plan_to_watch': '525'}, 'num_list_users': 2030}"
40471,Nozoki Kanojo,2019-12-27,2021-08-27,"{'status': {'watching': '1231', 'completed': '2131', 'on_hold': '413', 'dropped': '338', 'plan_to_watch': '1459'}, 'num_list_users': 5572}"
40472,Boku to Joi no Shinsatsu Nisshi The Animation,2019-12-20,2019-12-20,"{'status': {'watching': '626', 'completed': '5463', 'on_hold': '325', 'dropped': '290', 'plan_to_watch': '1750'}, 'num_list_users': 8454}"
40473,Chou Futsuu Toshi Kashiwa Densetsu R,2020-07-06,2020-09-28,"{'status': {'watching': '302', 'completed': '798', 'on_hold': '117', 'dropped': '626', 'plan_to_watch': '3110'}, 'num_list_users': 4953}"
40474,Googuri Googuri,2010,2010,"{'status': {'watching': '18', 'completed': '267', 'on_hold': '4', 'dropped': '17', 'plan_to_watch': '71'}, 'num_list_users': 377}"
40475,Ringing City,2017-03-03,2017-03-03,"{'status': {'watching': '16', 'completed': '284', 'on_hold': '2', 'dropped': '29', 'plan_to_watch': '108'}, 'num_list_users': 439}"
40476,Atomic World,2009,2009,"{'status': {'watching': '27', 'completed': '387', 'on_hold': '2', 'dropped': '23', 'plan_to_watch': '151'}, 'num_list_users': 590}"
40477,Curry Meshi x Zombieland Saga,2019-10-03,2019-10-03,"{'status': {'watching': '261', 'completed': '3971', 'on_hold': '92', 'dropped': '154', 'plan_to_watch': '3180'}, 'num_list_users': 7658}"
40478,Kamiusagi Rope x Ricordi,2019-04-26,2019-10-02,"{'status': {'watching': '24', 'completed': '145', 'on_hold': '6', 'dropped': '54', 'plan_to_watch': '101'}, 'num_list_users': 330}"
40479,Karrimor Mountain Club 2,2019-04-14,2019-04-14,"{'status': {'watching': '12', 'completed': '116', 'on_hold': '4', 'dropped': '46', 'plan_to_watch': '84'}, 'num_list_users': 262}"
40480,Sound & Fury,2019-09-27,2019-09-27,"{'status': {'watching': '85', 'completed': '2232', 'on_hold': '22', 'dropped': '69', 'plan_to_watch': '717'}, 'num_list_users': 3125}"
40482,Osu no Buu-chan,2019-10-06,2019-10-06,"{'status': {'watching': '20', 'completed': '133', 'on_hold': '4', 'dropped': '52', 'plan_to_watch': '117'}, 'num_list_users': 326}"
40483,Murenase! Seton Gakuen,2020-01-07,2020-03-24,"{'status': {'watching': '15363', 'completed': '124775', 'on_hold': '4830', 'dropped': '9636', 'plan_to_watch': '45085'}, 'num_list_users': 199689}"
40484,Chuanyue Huoxian: Youling Jihua,2019-07-12,2019,"{'status': {'watching': '36', 'completed': '128', 'on_hold': '16', 'dropped': '58', 'plan_to_watch': '189'}, 'num_list_users': 427}"
40485,Strike the Blood IV,2020-04-08,2021-06-30,"{'status': {'watching': '12761', 'completed': '31309', 'on_hold': '3559', 'dropped': '2361', 'plan_to_watch': '36589'}, 'num_list_users': 86579}"
40486,Strike the Blood: Kieta Seisou-hen,2020-01-29,2020-01-29,"{'status': {'watching': '1306', 'completed': '19156', 'on_hold': '422', 'dropped': '246', 'plan_to_watch': '9385'}, 'num_list_users': 30515}"
40487,Eily wa Ousama!,2019-10-08,2019-12-10,"{'status': {'watching': '50', 'completed': '91', 'on_hold': '19', 'dropped': '135', 'plan_to_watch': '203'}, 'num_list_users': 498}"
40488,Futsal Boys!!!!!,2022-01-09,2022-03-27,"{'status': {'watching': '4056', 'completed': '10010', 'on_hold': '1092', 'dropped': '5699', 'plan_to_watch': '11469'}, 'num_list_users': 32326}"
40489,Sword Art Online: Alicization - War of Underworld Reflection,2019-10-06,2019-10-06,"{'status': {'watching': '1850', 'completed': '37387', 'on_hold': '498', 'dropped': '833', 'plan_to_watch': '11563'}, 'num_list_users': 52131}"
40491,Gwahoheub,2017-09-09,2017-09-09,"{'status': {'watching': '1026', 'completed': '18366', 'on_hold': '198', 'dropped': '215', 'plan_to_watch': '7431'}, 'num_list_users': 27236}"
40495,Tayo-ui Gonglyong Adventure,2019-09,2019-09,"{'status': {'watching': '10', 'completed': '102', 'on_hold': '5', 'dropped': '57', 'plan_to_watch': '63'}, 'num_list_users': 237}"
40496,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",2020-07-04,2020-09-26,"{'status': {'watching': '56306', 'completed': '609370', 'on_hold': '10587', 'dropped': '19219', 'plan_to_watch': '100013'}, 'num_list_users': 795495}"
40497,Mahouka Koukou no Rettousei: Raihousha-hen,2020-10-04,2020-12-27,"{'status': {'watching': '33012', 'completed': '212285', 'on_hold': '8463', 'dropped': '10391', 'plan_to_watch': '88589'}, 'num_list_users': 352740}"
40499,Feed,2016,2016,"{'status': {'watching': '15', 'completed': '209', 'on_hold': '1', 'dropped': '15', 'plan_to_watch': '52'}, 'num_list_users': 292}"
40502,Yanoya,2011-05-15,2011-05-15,"{'status': {'watching': '19', 'completed': '282', 'on_hold': '2', 'dropped': '18', 'plan_to_watch': '54'}, 'num_list_users': 375}"
40504,Major 2nd 2nd Season,2020-04-04,2020-11-07,"{'status': {'watching': '2431', 'completed': '12074', 'on_hold': '667', 'dropped': '613', 'plan_to_watch': '6059'}, 'num_list_users': 21844}"
40506,Shadowverse,2020-04-07,2021-03-23,"{'status': {'watching': '2969', 'completed': '2969', 'on_hold': '1064', 'dropped': '3475', 'plan_to_watch': '5453'}, 'num_list_users': 15930}"
40507,Arifureta Shokugyou de Sekai Saikyou 2nd Season,2022-01-13,2022-03-31,"{'status': {'watching': '38096', 'completed': '210344', 'on_hold': '7766', 'dropped': '12627', 'plan_to_watch': '108664'}, 'num_list_users': 377497}"
40508,Anata no Koe,2017-10-02,2017-10-02,"{'status': {'watching': '12', 'completed': '275', 'on_hold': '3', 'dropped': '33', 'plan_to_watch': '75'}, 'num_list_users': 398}"
40509,Kimi no Tonari ni Itai Kara,2019-08-01,2019-08-01,"{'status': {'watching': '10', 'completed': '219', 'on_hold': '4', 'dropped': '22', 'plan_to_watch': '59'}, 'num_list_users': 314}"
40513,Nami yo Kiitekure,2020-04-04,2020-06-20,"{'status': {'watching': '7040', 'completed': '33961', 'on_hold': '3207', 'dropped': '6322', 'plan_to_watch': '34615'}, 'num_list_users': 85145}"
40515,Nihon Chinbotsu 2020,2020-07-09,2020-07-09,"{'status': {'watching': '5190', 'completed': '96977', 'on_hold': '2601', 'dropped': '6974', 'plan_to_watch': '36977'}, 'num_list_users': 148719}"
40517,Ano Hi no Kokoro wo Toraete,2019-10-23,2019-10-23,"{'status': {'watching': '83', 'completed': '1286', 'on_hold': '35', 'dropped': '70', 'plan_to_watch': '847'}, 'num_list_users': 2321}"
40519,Youma Shoukan e Youkoso,2020-02-07,2020-03-06,"{'status': {'watching': '865', 'completed': '5019', 'on_hold': '345', 'dropped': '321', 'plan_to_watch': '2132'}, 'num_list_users': 8682}"
40520,Chii-chan Kaihatsu Nikki,2020-01-31,2020-02-07,"{'status': {'watching': '1034', 'completed': '3366', 'on_hold': '401', 'dropped': '336', 'plan_to_watch': '1542'}, 'num_list_users': 6679}"
40521,Kiss Hug,2019-12-27,2020-02-28,"{'status': {'watching': '1535', 'completed': '4781', 'on_hold': '624', 'dropped': '424', 'plan_to_watch': '2533'}, 'num_list_users': 9897}"
40523,"Yamasuki, Yamazaki",2013-01,2013-01,"{'status': {'watching': '22', 'completed': '268', 'on_hold': '2', 'dropped': '21', 'plan_to_watch': '43'}, 'num_list_users': 356}"
40526,"Dragon, Ie wo Kau.",2021-04-04,2021-06-20,"{'status': {'watching': '7106', 'completed': '23329', 'on_hold': '2281', 'dropped': '9858', 'plan_to_watch': '18525'}, 'num_list_users': 61099}"
40527,Smile,1993-06-02,1993-06-02,"{'status': {'watching': '8', 'completed': '187', 'on_hold': '4', 'dropped': '18', 'plan_to_watch': '50'}, 'num_list_users': 267}"
40529,No Guns Life 2nd Season,2020-07-10,2020-09-25,"{'status': {'watching': '5495', 'completed': '39511', 'on_hold': '2307', 'dropped': '2973', 'plan_to_watch': '30208'}, 'num_list_users': 80494}"
40530,Jaku-Chara Tomozaki-kun,2021-01-08,2021-03-26,"{'status': {'watching': '35544', 'completed': '230105', 'on_hold': '8698', 'dropped': '16110', 'plan_to_watch': '91903'}, 'num_list_users': 382360}"
40531,Akai Yama Aoi Yama Shiroi Yama,1974-10-03,1974-10-03,"{'status': {'watching': '9', 'completed': '248', 'on_hold': '2', 'dropped': '34', 'plan_to_watch': '52'}, 'num_list_users': 345}"
40532,Appare-Ranman!,2020-04-10,2020-09-25,"{'status': {'watching': '12105', 'completed': '55364', 'on_hold': '5647', 'dropped': '8616', 'plan_to_watch': '48725'}, 'num_list_users': 130457}"
40539,Ichigo no Hanayome-san,1977-06-02,1977-06-02,"{'status': {'watching': '14', 'completed': '127', 'on_hold': '5', 'dropped': '30', 'plan_to_watch': '44'}, 'num_list_users': 220}"
40540,Sword Art Online: Alicization - War of Underworld 2nd Season,2020-07-12,2020-09-20,"{'status': {'watching': '31731', 'completed': '471772', 'on_hold': '6614', 'dropped': '9272', 'plan_to_watch': '93215'}, 'num_list_users': 612604}"
40542,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,2019-12-30,2019-12-30,"{'status': {'watching': '6211', 'completed': '183780', 'on_hold': '2014', 'dropped': '1291', 'plan_to_watch': '28323'}, 'num_list_users': 221619}"
40543,King of Prism All Stars: Prism Show☆Best Ten,2020-01-10,2020-01-10,"{'status': {'watching': '63', 'completed': '230', 'on_hold': '24', 'dropped': '75', 'plan_to_watch': '530'}, 'num_list_users': 922}"
40550,Assault Lily: Bouquet,2020-10-02,2020-12-25,"{'status': {'watching': '8149', 'completed': '32890', 'on_hold': '3118', 'dropped': '8983', 'plan_to_watch': '33170'}, 'num_list_users': 86310}"
40552,Soushunfu,1979-02-07,1979-02-07,"{'status': {'watching': '13', 'completed': '138', 'on_hold': '3', 'dropped': '28', 'plan_to_watch': '43'}, 'num_list_users': 225}"
40553,Watashi no Ningyou,1986-10-01,1986-10-01,"{'status': {'watching': '11', 'completed': '75', 'on_hold': '5', 'dropped': '37', 'plan_to_watch': '45'}, 'num_list_users': 173}"
40554,"""Uchuu Senkan Yamato"" to Iu Jidai: Seireki 2202-nen no Sentaku",2021-06-11,2021-06-11,"{'status': {'watching': '112', 'completed': '424', 'on_hold': '60', 'dropped': '112', 'plan_to_watch': '3248'}, 'num_list_users': 3956}"
40555,Heart Chrome feat. Anon & Kanon,2014-04-25,2014-04-25,"{'status': {'watching': '11', 'completed': '240', 'on_hold': '4', 'dropped': '16', 'plan_to_watch': '50'}, 'num_list_users': 321}"
40556,Electric Love feat. Hatsune Miku,2010-09-26,2010-09-26,"{'status': {'watching': '14', 'completed': '770', 'on_hold': '5', 'dropped': '17', 'plan_to_watch': '67'}, 'num_list_users': 873}"
40557,Sweet Devil feat. Hatsune Miku,2011-11-05,2011-11-05,"{'status': {'watching': '16', 'completed': '747', 'on_hold': '6', 'dropped': '18', 'plan_to_watch': '92'}, 'num_list_users': 879}"
40558,Little Scarlet Bad Girl feat. Hatsune Miku,2015-07-22,2015-07-22,"{'status': {'watching': '20', 'completed': '518', 'on_hold': '8', 'dropped': '20', 'plan_to_watch': '93'}, 'num_list_users': 659}"
40559,TRAPxTRAP feat. Hatsune Miku,2013-01-25,2013-01-25,"{'status': {'watching': '19', 'completed': '584', 'on_hold': '6', 'dropped': '18', 'plan_to_watch': '79'}, 'num_list_users': 706}"
40560,Baby Maniacs feat. Hatsune Miku,2011-12-21,2011-12-21,"{'status': {'watching': '22', 'completed': '644', 'on_hold': '5', 'dropped': '27', 'plan_to_watch': '87'}, 'num_list_users': 785}"
40562,Otanjoubi Omedetou,1988-02-02,1988-02-02,"{'status': {'watching': '11', 'completed': '184', 'on_hold': '4', 'dropped': '23', 'plan_to_watch': '50'}, 'num_list_users': 272}"
40564,Blue Star feat. Hatsune Miku,2016-05-13,2016-05-13,"{'status': {'watching': '23', 'completed': '756', 'on_hold': '7', 'dropped': '22', 'plan_to_watch': '94'}, 'num_list_users': 902}"
40567,Mashin Eiyuuden Wataru: Shichikon no Ryuujinmaru,2020-04-10,2020-11-20,"{'status': {'watching': '81', 'completed': '187', 'on_hold': '17', 'dropped': '115', 'plan_to_watch': '370'}, 'num_list_users': 770}"
40568,Yin Yang Shi: Ping An Wu Yu 2nd Season,2019-06-26,2019-10-26,"{'status': {'watching': '81', 'completed': '381', 'on_hold': '24', 'dropped': '62', 'plan_to_watch': '547'}, 'num_list_users': 1095}"
40569,Raison d'être,2019-10-11,2019-10-11,"{'status': {'watching': '77', 'completed': '4126', 'on_hold': '22', 'dropped': '38', 'plan_to_watch': '420'}, 'num_list_users': 4683}"
40570,The Peak,2019-09-26,2019-09-26,"{'status': {'watching': '13', 'completed': '161', 'on_hold': '2', 'dropped': '39', 'plan_to_watch': '51'}, 'num_list_users': 266}"
40571,Majo no Tabitabi,2020-10-02,2020-12-18,"{'status': {'watching': '38748', 'completed': '213684', 'on_hold': '13657', 'dropped': '17259', 'plan_to_watch': '115612'}, 'num_list_users': 398960}"
40573,Sotsugyou Mae: 10-hi de 100 no Dekigoto,1989-02-02,1989-02-02,"{'status': {'watching': '8', 'completed': '161', 'on_hold': '2', 'dropped': '21', 'plan_to_watch': '32'}, 'num_list_users': 224}"
40576,Watashi to Piano,1991-04-05,1991-04-05,"{'status': {'watching': '9', 'completed': '134', 'on_hold': '3', 'dropped': '25', 'plan_to_watch': '45'}, 'num_list_users': 216}"
40578,Lupin III: Prison of the Past,2019-11-29,2019-11-29,"{'status': {'watching': '151', 'completed': '2510', 'on_hold': '77', 'dropped': '81', 'plan_to_watch': '2203'}, 'num_list_users': 5022}"
40582,Omoide Onigiri,1992-12-01,1992-12-01,"{'status': {'watching': '8', 'completed': '137', 'on_hold': '3', 'dropped': '24', 'plan_to_watch': '55'}, 'num_list_users': 227}"
40586,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",2021-04-10,2021-06-26,"{'status': {'watching': '46491', 'completed': '215050', 'on_hold': '13515', 'dropped': '31332', 'plan_to_watch': '73043'}, 'num_list_users': 379431}"
40587,Precure Miracle Leap Movie: Minna to no Fushigi na Ichinichi,2020-10-31,2020-10-31,"{'status': {'watching': '95', 'completed': '1272', 'on_hold': '58', 'dropped': '109', 'plan_to_watch': '1377'}, 'num_list_users': 2911}"
40589,ColoColo Animal ABC@Kin Tele,2019-10-11,2020-01-10,"{'status': {'watching': '8', 'completed': '53', 'on_hold': '4', 'dropped': '51', 'plan_to_watch': '43'}, 'num_list_users': 159}"
40590,Utawarerumono: Futari no Hakuoro,2022-07-03,2022-12-25,"{'status': {'watching': '5081', 'completed': '7895', 'on_hold': '1195', 'dropped': '1504', 'plan_to_watch': '20756'}, 'num_list_users': 36431}"
40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,2020-04-11,2020-06-27,"{'status': {'watching': '85407', 'completed': '1042392', 'on_hold': '18345', 'dropped': '10726', 'plan_to_watch': '179892'}, 'num_list_users': 1336762}"
40593,Furusato no Gogatsu,1995-04-04,1995-04-04,"{'status': {'watching': '9', 'completed': '130', 'on_hold': '4', 'dropped': '28', 'plan_to_watch': '48'}, 'num_list_users': 219}"
40594,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,2021-01-04,2021-03-22,"{'status': {'watching': '33358', 'completed': '175326', 'on_hold': '6572', 'dropped': '22799', 'plan_to_watch': '43588'}, 'num_list_users': 281643}"
40595,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",2020-10-07,2020-12-23,"{'status': {'watching': '29187', 'completed': '160506', 'on_hold': '8172', 'dropped': '17383', 'plan_to_watch': '69832'}, 'num_list_users': 285080}"
40597,Sol Levante,2020-04-02,2020-04-02,"{'status': {'watching': '292', 'completed': '16265', 'on_hold': '84', 'dropped': '171', 'plan_to_watch': '3301'}, 'num_list_users': 20113}"
40598,Itekoma Hits,2019-06-04,2019-06-04,"{'status': {'watching': '10', 'completed': '274', 'on_hold': '3', 'dropped': '17', 'plan_to_watch': '42'}, 'num_list_users': 346}"
40599,Natane Shigure,2003-02-05,2003-02-05,"{'status': {'watching': '10', 'completed': '134', 'on_hold': '4', 'dropped': '24', 'plan_to_watch': '61'}, 'num_list_users': 233}"
40600,Obaachan Moshikashite,2005-04-01,2005-04-01,"{'status': {'watching': '8', 'completed': '139', 'on_hold': '2', 'dropped': '22', 'plan_to_watch': '47'}, 'num_list_users': 218}"
40602,7 Seeds 2nd Season,2020-03-26,2020-03-26,"{'status': {'watching': '1857', 'completed': '48663', 'on_hold': '977', 'dropped': '1312', 'plan_to_watch': '12737'}, 'num_list_users': 65546}"
40603,My Boy,1986-06-02,1986-06-02,"{'status': {'watching': '9', 'completed': '194', 'on_hold': '2', 'dropped': '24', 'plan_to_watch': '29'}, 'num_list_users': 258}"
40606,Captain Tsubasa (2018) Special,2019-11-03,2019-11-03,"{'status': {'watching': '48', 'completed': '659', 'on_hold': '12', 'dropped': '62', 'plan_to_watch': '228'}, 'num_list_users': 1009}"
40608,Muv-Luv Alternative,2021-10-07,2021-12-23,"{'status': {'watching': '5235', 'completed': '13502', 'on_hold': '1356', 'dropped': '4213', 'plan_to_watch': '16769'}, 'num_list_users': 41075}"
40610,Healin' Good♡Precure,2020-02-02,2021-02-21,"{'status': {'watching': '1775', 'completed': '3634', 'on_hold': '817', 'dropped': '918', 'plan_to_watch': '4662'}, 'num_list_users': 11806}"
40612,Pokke,2015-10-01,2015-10-01,"{'status': {'watching': '8', 'completed': '143', 'on_hold': '4', 'dropped': '21', 'plan_to_watch': '28'}, 'num_list_users': 204}"
40613,Altered Carbon: Resleeved,2020-03-19,2020-03-19,"{'status': {'watching': '235', 'completed': '7584', 'on_hold': '76', 'dropped': '181', 'plan_to_watch': '1970'}, 'num_list_users': 10046}"
40615,Umibe no Étranger,2020-09-11,2020-09-11,"{'status': {'watching': '4475', 'completed': '113872', 'on_hold': '1112', 'dropped': '806', 'plan_to_watch': '54133'}, 'num_list_users': 174398}"
40616,Megane,2016-04-01,2016-04-01,"{'status': {'watching': '12', 'completed': '196', 'on_hold': '2', 'dropped': '23', 'plan_to_watch': '76'}, 'num_list_users': 309}"
40619,Suppon Pon Pon,2016-04-01,2016-04-01,"{'status': {'watching': '9', 'completed': '127', 'on_hold': '5', 'dropped': '20', 'plan_to_watch': '36'}, 'num_list_users': 197}"
40620,Uramichi Oniisan,2021-07-06,2021-09-28,"{'status': {'watching': '32735', 'completed': '98595', 'on_hold': '10722', 'dropped': '14143', 'plan_to_watch': '75495'}, 'num_list_users': 231690}"
40621,Shimajirou no Wow! Movie 8: Shimajirou to Soratobu Fune,2019-04-13,2019-04-13,"{'status': {'watching': '12', 'completed': '73', 'on_hold': '7', 'dropped': '63', 'plan_to_watch': '151'}, 'num_list_users': 306}"
40623,Dokyuu Hentai HxEros,2020-07-04,2020-09-26,"{'status': {'watching': '17093', 'completed': '61919', 'on_hold': '5548', 'dropped': '16343', 'plan_to_watch': '41543'}, 'num_list_users': 142446}"
40625,Sayounara Concert,1989-06-01,1989-06-01,"{'status': {'watching': '7', 'completed': '150', 'on_hold': '3', 'dropped': '23', 'plan_to_watch': '31'}, 'num_list_users': 214}"
40626,Shobo Kujira Chibi Cobra,1987-06-02,1987-06-02,"{'status': {'watching': '7', 'completed': '152', 'on_hold': '3', 'dropped': '20', 'plan_to_watch': '27'}, 'num_list_users': 209}"
40628,A Brightening Life,2010,2010,"{'status': {'watching': '22', 'completed': '371', 'on_hold': '6', 'dropped': '40', 'plan_to_watch': '103'}, 'num_list_users': 542}"
40630,Saga Incident,2019-11-27,2019-11-27,"{'status': {'watching': '175', 'completed': '3816', 'on_hold': '73', 'dropped': '84', 'plan_to_watch': '1630'}, 'num_list_users': 5778}"
40632,Peng Ran Xindong,,,"{'status': {'watching': 0, 'completed': 0, 'on_hold': 0, 'dropped': 0, 'plan_to_watch': '4215'}, 'num_list_users': 4215}"
40633,Seishun,2008,2008,"{'status': {'watching': '8', 'completed': '99', 'on_hold': '1', 'dropped': '14', 'plan_to_watch': '51'}, 'num_list_users': 173}"
40636,Marco to Ginga Ryuu,2020-02-28,2020-02-28,"{'status': {'watching': '23', 'completed': '122', 'on_hold': '11', 'dropped': '60', 'plan_to_watch': '275'}, 'num_list_users': 491}"
40638,Wan Guo Zhi,2019-09-23,2020-01-20,"{'status': {'watching': '149', 'completed': '259', 'on_hold': '40', 'dropped': '88', 'plan_to_watch': '386'}, 'num_list_users': 922}"
40639,Tonari no Ie no Anette-san The Animation,2020-01-31,2023-11-24,"{'status': {'watching': '3698', 'completed': '1477', 'on_hold': '406', 'dropped': '303', 'plan_to_watch': '1611'}, 'num_list_users': 7495}"
40641,Little Wonders: Sneeze,2013-07-12,2013-07-12,"{'status': {'watching': '10', 'completed': '110', 'on_hold': '2', 'dropped': '34', 'plan_to_watch': '60'}, 'num_list_users': 216}"
40642,Yakusoku (2011),2011,2011,"{'status': {'watching': '8', 'completed': '179', 'on_hold': '1', 'dropped': '16', 'plan_to_watch': '95'}, 'num_list_users': 299}"
40644,Miki no Mikoto (2020),2020-03-31,2020-03-31,"{'status': {'watching': '12', 'completed': '81', 'on_hold': '8', 'dropped': '28', 'plan_to_watch': '484'}, 'num_list_users': 613}"
40645,Kaigo to Ikiru,2019-09-30,2019-09-30,"{'status': {'watching': '18', 'completed': '242', 'on_hold': '2', 'dropped': '50', 'plan_to_watch': '120'}, 'num_list_users': 432}"
40646,Yes ka No ka Hanbun ka,2020-12-11,2020-12-11,"{'status': {'watching': '1305', 'completed': '37368', 'on_hold': '283', 'dropped': '315', 'plan_to_watch': '16486'}, 'num_list_users': 55757}"
40651,Kandagawa Jet Girls Recap,2019-11-05,2019-11-05,"{'status': {'watching': '174', 'completed': '2064', 'on_hold': '45', 'dropped': '156', 'plan_to_watch': '1137'}, 'num_list_users': 3576}"
40655,Melon no Kirime,1993-08-01,1993-08-01,"{'status': {'watching': '11', 'completed': '198', 'on_hold': '2', 'dropped': '20', 'plan_to_watch': '36'}, 'num_list_users': 267}"
40656,Girls & Panzer: Saishuushou Part 2 Specials,2020-02-27,2020-02-27,"{'status': {'watching': '313', 'completed': '4817', 'on_hold': '227', 'dropped': '114', 'plan_to_watch': '3054'}, 'num_list_users': 8525}"
40658,** Kouhai,2020-01-31,2023-01-27,"{'status': {'watching': '4269', 'completed': '3169', 'on_hold': '918', 'dropped': '649', 'plan_to_watch': '2750'}, 'num_list_users': 11755}"
40659,Senki Zesshou Symphogear XV: Senki Zesshou Shinai Symphogear,2019-12-04,2020-03-04,"{'status': {'watching': '222', 'completed': '2060', 'on_hold': '83', 'dropped': '114', 'plan_to_watch': '1917'}, 'num_list_users': 4396}"
40660,Start,2019-11-02,2019-11-02,"{'status': {'watching': '25', 'completed': '372', 'on_hold': '6', 'dropped': '51', 'plan_to_watch': '168'}, 'num_list_users': 622}"
40661,Jashin-chan Dropkick': Chitose-hen,2020-04-30,2020-04-30,"{'status': {'watching': '398', 'completed': '10627', 'on_hold': '160', 'dropped': '132', 'plan_to_watch': '3545'}, 'num_list_users': 14862}"
40664,Shoujo☆Kageki Revue Starlight Movie,2021-06-04,2021-06-04,"{'status': {'watching': '634', 'completed': '9754', 'on_hold': '245', 'dropped': '263', 'plan_to_watch': '8398'}, 'num_list_users': 19294}"
40665,Shoujo☆Kageki Revue Starlight: Rondo Rondo Rondo,2020-08-07,2020-08-07,"{'status': {'watching': '262', 'completed': '3483', 'on_hold': '117', 'dropped': '138', 'plan_to_watch': '3568'}, 'num_list_users': 7568}"
40667,Jigoku Shoujo Recap,2006-01-11,2006-01-11,"{'status': {'watching': '163', 'completed': '1348', 'on_hold': '86', 'dropped': '107', 'plan_to_watch': '1496'}, 'num_list_users': 3200}"
40673,Tokyo Mikansei,2013,2013,"{'status': {'watching': '12', 'completed': '46', 'on_hold': '4', 'dropped': '38', 'plan_to_watch': '60'}, 'num_list_users': 160}"
40674,Nantoka Tengoku,2016,2016,"{'status': {'watching': '12', 'completed': '36', 'on_hold': '4', 'dropped': '42', 'plan_to_watch': '73'}, 'num_list_users': 167}"
40677,Argonavis from BanG Dream!,2020-04-11,2020-07-04,"{'status': {'watching': '978', 'completed': '4296', 'on_hold': '508', 'dropped': '884', 'plan_to_watch': '5271'}, 'num_list_users': 11937}"
